boot,minute,raw,pct
9,2063,1,1974,80.82
9,2064,1,1974,80.84
9,2065,1,1974,80.82
9,2066,1,1976,80.81
9,2067,1,1974,80.81
9,2068,1,1974,80.81
9,2069,1,1974,80.81
9,2070,1,1974,80.82
9,2071,1,1974,80.84
9,2072,1,1974,80.83
9,2073,1,1974,80.84
9,2074,1,1972,80.89
9,2075,1,1972,80.91
9,2076,1,1974,80.90
9,2077,1,1976,80.85
9,2078,1,1974,80.80
9,2079,1,1976,80.79
9,2080,1,1974,80.81
9,2081,1,1974,80.83
9,2082,1,1974,80.87
9,2083,1,1974,80.91
9,2084,1,1970,80.95
9,2085,1,1970,81.01
9,2086,1,1970,81.05
9,2087,1,1968,81.05
9,2088,1,1970,81.04
9,2089,1,1970,80.98
9,2090,1,1972,80.96
9,2091,1,1970,81.00
9,2092,1,1968,81.07
9,2093,1,1968,81.13
9,2094,1,1964,81.17
9,2095,1,1966,81.21
9,2096,1,1966,81.24
9,2097,1,1964,81.26
9,2098,1,1964,81.27
9,2099,1,1966,81.26
9,2100,1,1974,80.96
9,2101,1,1974,80.79
9,2102,1,1974,80.83
9,2103,1,1974,80.83
9,2104,1,1972,80.85
9,2105,1,1974,80.87
9,2106,1,1972,80.88
9,2107,1,1972,80.92
9,2108,1,1976,80.90
9,2109,1,1974,80.86
9,2110,1,1972,80.90
9,2111,1,1972,80.94
9,2112,1,1970,80.92
9,2113,1,1972,80.94
9,2114,1,1972,80.96
9,2115,1,1972,80.95
9,2116,1,1970,80.95
9,2117,1,1970,81.00
9,2118,1,1970,80.98
9,2119,1,1970,81.01
9,2120,1,1968,81.01
9,2121,1,1970,81.03
9,2122,1,1970,81.01
9,2123,1,1970,81.02
9,2124,1,1970,81.04
9,2125,1,1970,81.04
9,2126,1,1968,81.08
9,2127,1,1968,81.08
9,2128,1,1970,81.06
9,2129,1,1970,81.06
9,2130,1,1970,81.07
9,2131,1,1970,81.10
9,2132,1,1968,81.08
9,2133,1,1968,81.11
9,2134,1,1968,81.21
9,2135,1,1970,81.09
9,2136,1,1970,81.08
9,2137,1,1968,81.08
9,2138,1,1968,81.09
9,2139,1,1966,81.13
9,2140,1,1968,81.31
9,2141,1,1968,81.10
9,2142,1,1970,81.07
9,2143,1,1968,81.11
9,2144,1,1968,81.11
9,2145,1,1968,81.11
9,2146,1,1966,81.14
9,2147,1,1966,81.18
9,2148,1,1960,81.44
9,2149,1,1968,81.28
9,2150,1,1966,81.23
9,2151,1,1964,81.27
9,2152,1,1962,81.43
9,2153,1,1960,81.50
9,2154,1,1962,81.43
9,2155,1,1966,81.32
9,2156,1,1966,81.26
9,2157,1,1966,81.24
9,2158,1,1962,81.36
9,2159,1,1960,81.57
9,2160,1,1972,81.20
9,2161,1,1956,81.33
9,2162,1,1958,81.56
9,2163,1,1960,81.64
9,2164,1,1956,81.64
9,2165,1,1958,81.66
9,2166,1,1968,81.19
9,2167,1,1972,81.13
9,2168,1,1968,81.02
9,2169,1,1970,81.65
9,2170,1,1974,80.91
9,2171,1,1972,80.83
9,2172,1,1972,80.87
9,2173,1,1958,81.41
9,2174,1,1962,81.50
9,2175,1,1950,81.24
9,2176,1,1976,80.97
9,2177,1,1972,80.81
9,2178,1,1976,80.78
9,2179,1,1978,80.76
9,2180,1,1974,80.79
9,2181,1,1976,80.79
9,2182,1,1976,80.84
9,2183,1,1976,80.88
9,2184,1,1974,80.97
9,2185,1,1978,80.71
9,2186,1,1978,80.71
9,2187,1,1978,80.69
9,2188,1,1978,80.71
9,2189,1,1978,80.71
9,2190,1,1976,80.70
9,2191,1,1978,80.68
9,2192,1,1976,80.66
9,2193,1,1978,80.65
9,2194,1,1976,80.70
9,2195,1,1976,80.76
9,2196,1,1974,80.78
9,2197,1,1974,80.82
9,2198,1,1976,80.82
9,2199,1,1974,80.80
9,2200,1,1968,80.97
9,2201,1,1978,80.76
9,2202,1,1978,80.66
9,2203,1,1978,80.61
9,2204,1,1978,80.67
9,2205,1,1976,80.70
9,2206,1,1976,80.68
9,2207,1,1974,80.71
9,2208,1,1974,80.76
9,2209,1,1976,80.73
9,2210,1,1978,80.69
9,2211,1,1972,80.77
9,2212,1,1974,80.86
9,2213,1,1976,80.79
9,2214,1,1980,80.67
9,2215,1,1978,80.61
9,2216,1,1978,80.60
9,2217,1,1978,80.59
9,2218,1,1980,80.59
9,2219,1,1980,80.57
9,2220,1,1980,80.56
9,2221,1,1982,80.54
9,2222,1,1980,80.48
9,2223,1,1980,80.51
9,2224,1,1980,80.59
9,2225,1,1980,80.57
9,2226,1,1980,80.56
9,2227,1,1976,80.65
9,2228,1,1976,80.73
9,2229,1,1970,80.89
9,2230,1,1978,80.81
9,2231,1,1978,80.61
9,2232,1,1980,80.57
9,2233,1,1980,80.58
9,2234,1,1980,80.60
9,2235,1,1978,80.61
9,2236,1,1976,80.69
9,2237,1,1978,80.97
9,2238,1,1978,80.64
9,2239,1,1980,80.62
9,2240,1,1980,80.60
9,2241,1,1974,80.59
9,2242,1,1980,80.69
9,2243,1,1972,80.67
9,2244,1,1980,80.67
9,2245,1,1980,80.53
9,2246,1,1976,80.61
9,2247,1,1974,80.99
9,2248,1,1978,80.68
9,2249,1,1980,80.65
9,2250,1,1978,80.61
9,2251,1,1980,80.58
9,2252,1,1982,80.56
9,2253,1,1982,80.51
9,2254,1,1982,80.49
9,2255,1,1982,80.49
9,2256,1,1978,80.53
9,2257,1,1980,80.57
9,2258,1,1980,80.56
9,2259,1,1980,80.54
9,2260,1,1982,80.52
9,2261,1,1980,80.53
9,2262,1,1982,80.52
9,2263,1,1980,80.56
9,2264,1,1982,80.55
9,2265,1,1980,80.57
9,2266,1,1978,80.57
9,2267,1,1980,80.56
9,2268,1,1978,80.57
9,2269,1,1978,80.58
9,2270,1,1978,80.64
9,2271,1,1978,80.64
9,2272,1,1978,80.62
9,2273,1,1978,80.61
9,2274,1,1980,80.64
9,2275,1,1978,80.66
9,2276,1,1980,80.64
9,2277,1,1980,80.58
9,2278,1,1980,80.55
9,2279,1,1980,80.55
9,2280,1,1980,80.54
9,2281,1,1980,80.54
9,2282,1,1982,80.53
9,2283,1,1982,80.53
9,2284,1,1978,80.49
9,2285,1,1980,80.60
9,2286,1,1982,80.51
9,2287,1,1982,80.50
9,2288,1,1982,80.50
9,2289,1,1982,80.53
9,2290,1,1980,80.52
9,2291,1,1982,80.53
9,2292,1,1980,80.52
9,2293,1,1980,80.52
9,2294,1,1980,80.53
9,2295,1,1980,80.53
9,2296,1,1980,80.54
9,2297,1,1982,80.54
9,2298,1,1982,80.53
9,2299,1,1980,80.52
9,2300,1,1980,80.53
9,2301,1,1980,80.52
9,2302,1,1980,80.51
9,2303,1,1980,80.51
9,2304,1,1982,80.48
9,2305,1,1982,80.51
9,2306,1,1980,80.50
9,2307,1,1980,80.52
9,2308,1,1980,80.55
9,2309,1,1980,80.52
9,2310,1,1980,80.51
9,2311,1,1982,80.50
9,2312,1,1980,80.47
9,2313,1,1982,80.45
9,2314,1,1982,80.43
9,2315,1,1984,80.45
9,2316,1,1982,80.43
9,2317,1,1982,80.46
9,2318,1,1992,80.33
9,2319,1,1992,80.03
9,2320,1,1992,80.04
9,2321,1,1990,80.06
9,2322,1,1988,80.12
9,2323,1,1990,80.11
9,2324,1,1990,80.12
9,2325,1,1986,80.16
9,2326,1,1988,80.20
9,2327,1,1986,80.18
9,2328,1,1990,80.20
9,2329,1,1988,80.18
9,2330,1,1988,80.17
9,2331,1,1990,80.12
9,2332,1,1990,80.11
9,2333,1,1988,80.13
9,2334,1,1990,80.12
9,2335,1,1984,80.15
9,2336,1,1990,80.16
9,2337,1,1992,80.03
9,2338,1,1990,80.00
9,2339,1,1992,80.03
9,2340,1,1992,80.00
9,2341,1,1992,79.99
9,2342,1,1992,80.01
9,2343,1,1990,80.00
9,2344,1,1992,79.98
9,2345,1,1994,79.98
9,2346,1,1994,79.93
9,2347,1,1994,79.94
9,2348,1,1994,79.95
9,2349,1,1994,79.94
9,2350,1,1994,79.93
9,2351,1,1994,79.94
9,2352,1,1994,79.94
9,2353,1,1994,79.94
9,2354,1,1996,79.93
9,2355,1,1992,79.96
9,2356,1,1992,79.98
9,2357,1,1994,80.01
9,2358,1,1994,80.01
9,2359,1,1992,80.01
9,2360,1,1992,80.00
9,2361,1,1992,79.98
9,2362,1,1994,79.97
9,2363,1,1994,79.94
9,2364,1,1990,79.95
9,2365,1,1994,79.93
9,2366,1,1994,79.92
9,2367,1,1992,79.96
9,2368,1,1994,79.96
9,2369,1,1996,79.96
9,2370,1,1992,79.95
9,2371,1,1992,79.96
9,2372,1,1994,79.95
9,2373,1,1994,79.94
9,2374,1,1994,79.92
9,2375,1,1994,79.94
9,2376,1,1994,79.93
9,2377,1,1994,79.96
9,2378,1,1990,79.98
9,2379,1,1992,79.97
9,2380,1,1990,79.99
9,2381,1,1992,79.99
9,2382,1,1992,79.98
9,2383,1,1992,79.97
9,2384,1,1992,79.96
9,2385,1,1990,79.96
9,2386,1,1992,79.96
9,2387,1,1992,79.97
9,2388,1,1992,79.97
9,2389,1,1992,79.98
9,2390,1,1994,79.95
9,2391,1,1992,79.97
9,2392,1,1992,79.94
9,2393,1,1994,79.98
9,2394,1,1994,79.92
9,2395,1,1996,79.91
9,2396,1,1992,79.88
9,2397,1,1998,79.86
9,2398,1,1996,79.86
9,2399,1,1994,79.89
9,2400,1,1994,79.92
10,2401,1,2024,78.55
10,2402,1,2024,78.58
10,2403,1,2024,78.46
10,2404,1,2022,78.49
10,2405,1,2020,78.23
10,2406,1,2022,78.64
10,2407,1,2020,78.70
11,2408,1,1998,79.73
11,2409,1,2000,79.75
11,2410,1,2004,76.68
11,2411,1,1994,79.72
11,2412,1,2020,79.60
11,2413,1,2020,78.66
11,2414,1,2020,78.66
11,2415,1,2022,78.66
11,2416,1,1996,79.70
11,2417,1,1996,79.85
11,2418,1,1996,79.89
11,2419,1,1996,79.88
12,2420,1,1998,79.77
13,2421,1,2000,79.69
13,2422,1,2002,79.56
13,2423,1,2002,79.58
13,2424,1,1994,79.57
13,2425,1,2004,79.56
13,2426,1,2002,79.57
13,2427,1,2000,79.60
13,2428,1,1998,79.69
13,2429,1,1996,79.71
14,2430,1,1998,79.58
14,2431,1,2002,78.43
14,2432,1,2000,79.68
14,2433,1,1996,79.74
14,2434,1,1998,79.70
14,2435,1,1998,79.72
14,2436,1,2000,79.66
14,2437,1,1998,79.60
14,2438,1,2002,79.65
14,2439,1,1996,79.65
14,2440,1,2000,79.67
14,2441,1,2000,79.60
14,2442,1,2000,79.57
14,2443,1,2002,79.56
14,2444,1,2002,79.60
14,2445,1,2002,79.61
14,2446,1,2002,79.60
14,2447,1,2000,79.65
14,2448,1,2002,79.66
14,2449,1,2000,79.65
14,2450,1,1998,79.61
14,2451,1,2002,79.72
14,2452,1,1996,79.72
14,2453,1,2002,79.72
14,2454,1,2002,79.63
14,2455,1,1998,79.59
14,2456,1,2000,79.58
14,2457,1,2002,79.56
14,2458,1,2000,79.59
14,2459,1,2000,79.57
14,2460,1,2002,79.53
14,2461,1,2002,79.53
14,2462,1,2004,79.55
14,2463,1,2000,79.56
14,2464,1,1998,79.58
14,2465,1,2004,79.57
14,2466,1,1998,79.63
14,2467,1,2000,79.63
14,2468,1,2002,79.62
14,2469,1,2000,79.65
14,2470,1,2000,79.62
14,2471,1,2000,79.60
14,2472,1,2002,79.57
14,2473,1,2002,79.53
14,2474,1,2002,79.51
14,2475,1,2002,79.50
14,2476,1,2002,79.51
14,2477,1,2002,79.52
14,2478,1,2002,79.51
14,2479,1,2002,79.49
14,2480,1,2004,79.51
14,2481,1,2006,79.52
14,2482,1,1998,79.51
14,2483,1,2006,79.55
14,2484,1,2000,79.55
14,2485,1,2002,79.56
14,2486,1,2000,79.53
14,2487,1,2000,79.56
14,2488,1,2002,79.56
14,2489,1,2004,79.54
14,2490,1,2000,79.54
14,2491,1,2000,79.55
14,2492,1,2002,79.50
14,2493,1,2006,79.44
14,2494,1,2002,79.47
14,2495,1,2000,79.46
14,2496,1,2000,79.49
14,2497,1,2002,79.49
14,2498,1,2002,79.55
14,2499,1,2002,79.62
14,2500,1,2002,79.53
14,2501,1,2002,79.54
14,2502,1,2002,79.56
14,2503,1,2002,79.56
14,2504,1,2000,79.58
14,2505,1,2002,79.53
14,2506,1,2002,79.51
14,2507,1,2004,79.53
14,2508,1,2002,79.53
14,2509,1,2002,79.51
14,2510,1,2006,79.48
14,2511,1,2004,79.45
14,2512,1,2002,79.47
14,2513,1,2006,79.46
14,2514,1,2002,79.48
14,2515,1,2002,79.47
14,2516,1,2004,79.51
14,2517,1,2000,79.47
14,2518,1,2006,79.48
14,2519,1,2002,79.47
14,2520,1,2004,79.50
14,2521,1,2002,79.51
14,2522,1,2004,79.51
14,2523,1,2002,79.49
14,2524,1,2004,79.47
14,2525,1,2000,79.50
14,2526,1,2004,79.48
14,2527,1,2002,79.48
14,2528,1,2006,79.46
14,2529,1,2004,79.46
14,2530,1,2004,79.45
14,2531,1,2004,79.47
14,2532,1,2008,79.47
14,2533,1,2002,79.45
14,2534,1,2004,79.44
14,2535,1,2004,79.44
14,2536,1,2004,79.43
14,2537,1,2008,79.42
14,2538,1,2004,79.42
14,2539,1,2004,79.40
14,2540,1,2006,79.42
14,2541,1,2002,79.41
14,2542,1,2002,79.43
14,2543,1,2008,79.38
14,2544,1,2008,79.35
14,2545,1,2006,79.36
14,2546,1,2004,79.35
14,2547,1,2002,79.38
14,2548,1,2008,79.37
14,2549,1,2004,79.37
14,2550,1,2006,79.37
14,2551,1,2006,79.34
14,2552,1,2004,79.36
14,2553,1,2006,79.36
14,2554,1,2028,79.04
15,2555,1,2002,79.49
15,2556,1,2002,79.48
15,2557,1,2002,79.49
15,2558,1,2004,79.51
15,2559,1,2002,79.50
15,2560,1,2002,79.53
15,2561,1,2002,79.55
15,2562,1,2000,79.61
15,2563,1,2000,79.62
15,2564,1,2000,79.62
15,2565,1,2002,79.57
15,2566,1,2002,79.56
15,2567,1,2002,79.56
15,2568,1,2002,79.56
15,2569,1,1998,79.55
15,2570,1,2002,79.53
15,2571,1,2002,79.59
15,2572,1,2000,79.60
15,2573,1,2002,79.59
15,2574,1,2004,79.59
15,2575,1,2002,79.57
15,2576,1,2004,79.52
15,2577,1,2000,79.51
15,2578,1,2002,79.53
15,2579,1,2002,79.53
15,2580,1,2002,79.56
15,2581,1,2002,79.54
15,2582,1,2002,79.56
15,2583,1,2004,79.54
15,2584,1,2004,79.49
15,2585,1,2002,79.50
15,2586,1,2002,79.48
15,2587,1,2004,79.50
16,2588,1,2026,78.41
16,2589,1,2026,78.35
16,2590,1,2026,78.35
16,2591,1,2026,78.34
16,2592,1,2026,78.36
16,2593,1,2028,78.37
16,2594,1,2026,78.37
16,2595,1,2028,78.35
16,2596,1,2028,78.32
16,2597,1,2028,78.30
16,2598,1,2026,78.31
16,2599,1,2026,78.32
16,2600,1,2026,78.34
16,2601,1,2026,78.31
16,2602,1,2028,78.32
16,2603,1,2028,78.30
16,2604,1,2028,78.30
16,2605,1,2028,78.31
16,2606,1,2026,78.34
16,2607,1,2028,78.33
16,2608,1,2026,78.31
16,2609,1,2028,78.32
16,2610,1,2028,78.32
16,2611,1,2028,78.30
16,2612,1,2028,78.30
16,2613,1,2028,78.31
16,2614,1,2028,78.30
16,2615,1,2028,78.29
16,2616,1,2028,78.29
16,2617,1,2028,78.29
16,2618,1,2028,78.30
16,2619,1,2028,78.30
16,2620,1,2028,78.30
16,2621,1,2028,78.30
16,2622,1,2028,78.29
16,2623,1,2028,78.28
16,2624,1,2028,78.29
16,2625,1,2028,78.31
16,2626,1,2026,78.33
16,2627,1,2028,78.29
16,2628,1,2028,78.29
16,2629,1,2028,78.29
16,2630,1,2028,78.29
16,2631,1,2028,78.29
16,2632,1,2028,78.29
16,2633,1,2030,78.28
16,2634,1,2028,78.28
16,2635,1,2028,78.28
16,2636,1,2028,78.26
16,2637,1,2028,78.27
16,2638,1,2028,78.26
16,2639,1,2028,78.25
16,2640,1,2030,78.26
16,2641,1,2028,78.27
16,2642,1,2028,78.25
16,2643,1,2028,78.25
16,2644,1,2030,78.23
16,2645,1,2030,78.24
16,2646,1,2030,78.23
16,2647,1,2030,78.21
16,2648,1,2030,78.23
16,2649,1,2028,78.22
16,2650,1,2030,78.25
16,2651,1,2018,78.65
16,2652,1,2014,79.06
16,2653,1,2016,78.92
16,2654,1,2016,78.89
16,2655,1,2016,78.89
16,2656,1,2018,78.87
16,2657,1,2016,78.88
16,2658,1,2016,78.88
16,2659,1,2016,78.88
16,2660,1,2014,78.86
16,2661,1,2018,78.87
16,2662,1,2014,78.87
16,2663,1,2014,78.86
16,2664,1,2016,78.87
16,2665,1,2016,78.86
16,2666,1,2016,78.87
16,2667,1,2018,78.86
16,2668,1,2016,78.86
16,2669,1,2014,78.86
16,2670,1,2016,78.87
16,2671,1,2014,78.88
16,2672,1,2016,78.90
16,2673,1,2012,78.92
16,2674,1,2014,78.91
16,2675,1,2016,78.91
16,2676,1,2014,78.92
16,2677,1,2014,78.91
16,2678,1,2016,78.88
16,2679,1,2016,78.89
16,2680,1,2014,78.89
16,2681,1,2014,78.91
16,2682,1,2016,78.89
16,2683,1,2016,78.90
16,2684,1,2014,78.91
16,2685,1,2014,78.90
16,2686,1,2016,78.89
16,2687,1,2016,78.88
16,2688,1,2016,78.87
16,2689,1,2016,78.87
16,2690,1,2016,78.88
16,2691,1,2016,78.87
16,2692,1,2014,78.86
16,2693,1,2016,78.86
16,2694,1,2016,78.87
16,2695,1,2016,78.87
16,2696,1,2016,78.89
16,2697,1,2018,78.90
16,2698,1,2016,78.90
16,2699,1,2014,78.89
16,2700,1,2016,78.88
16,2701,1,2016,78.86
16,2702,1,2018,78.84
16,2703,1,2018,78.85
16,2704,1,2016,78.85
16,2705,1,2016,78.84
16,2706,1,2018,78.84
16,2707,1,2016,78.86
16,2708,1,2016,78.93
16,2709,1,2014,78.92
16,2710,1,2012,78.92
16,2711,1,2014,78.93
16,2712,1,2012,78.92
16,2713,1,2014,78.93
16,2714,1,2016,78.93
16,2715,1,2012,78.95
16,2716,1,2014,78.95
16,2717,1,2014,78.93
16,2718,1,2014,78.96
16,2719,1,2012,78.96
16,2720,1,2014,78.97
16,2721,1,2012,78.96
16,2722,1,2014,78.93
16,2723,1,2014,78.90
16,2724,1,2014,78.93
16,2725,1,2014,78.94
16,2726,1,2014,78.93
16,2727,1,2016,78.92
16,2728,1,2016,78.91
16,2729,1,2016,78.93
16,2730,1,2016,78.94
16,2731,1,2012,78.92
16,2732,1,2016,78.91
16,2733,1,2014,78.91
16,2734,1,2014,78.92
16,2735,1,2014,78.91
16,2736,1,2016,78.89
16,2737,1,2016,78.89
16,2738,1,2014,78.92
16,2739,1,2014,78.90
16,2740,1,2016,78.88
16,2741,1,2016,78.88
16,2742,1,2016,78.88
16,2743,1,2016,78.88
16,2744,1,2018,78.87
16,2745,1,2018,78.82
16,2746,1,2018,78.81
16,2747,1,2016,78.82
16,2748,1,2016,78.80
16,2749,1,2014,78.81
16,2750,1,2018,78.84
16,2751,1,2018,78.84
16,2752,1,2018,78.81
16,2753,1,2016,78.83
16,2754,1,2016,78.83
16,2755,1,2018,78.82
16,2756,1,2018,78.83
16,2757,1,2016,78.82
16,2758,1,2016,78.82
16,2759,1,2016,78.83
16,2760,1,2014,78.85
16,2761,1,2016,78.85
16,2762,1,2018,78.82
16,2763,1,2018,78.81
16,2764,1,2018,78.87
16,2765,1,2016,78.84
16,2766,1,2018,78.83
16,2767,1,2014,78.83
16,2768,1,2016,78.84
16,2769,1,2016,78.81
16,2770,1,2016,78.84
16,2771,1,2014,78.85
16,2772,1,2018,78.84
16,2773,1,2018,78.83
16,2774,1,2016,78.81
16,2775,1,2018,78.81
16,2776,1,2018,78.84
16,2777,1,2018,78.84
16,2778,1,2018,78.81
16,2779,1,2016,78.80
16,2780,1,2018,78.83
16,2781,1,2016,78.84
16,2782,1,2018,78.83
16,2783,1,2016,78.82
16,2784,1,2018,78.84
16,2785,1,2016,78.83
16,2786,1,2018,78.83
16,2787,1,2018,78.83
16,2788,1,2018,78.83
16,2789,1,2018,78.82
16,2790,1,2016,78.81
16,2791,1,2018,78.82
16,2792,1,2018,78.82
16,2793,1,2016,78.82
16,2794,1,2016,78.83
16,2795,1,2016,78.83
16,2796,1,2018,78.84
16,2797,1,2016,78.84
16,2798,1,2016,78.82
16,2799,1,2016,78.83
16,2800,1,2018,78.83
16,2801,1,2018,78.81
16,2802,1,2018,78.82
16,2803,1,2020,78.82
16,2804,1,2018,78.81
16,2805,1,2018,78.81
16,2806,1,2016,78.81
16,2807,1,2016,78.82
16,2808,1,2016,78.81
16,2809,1,2018,78.82
16,2810,1,2016,78.81
16,2811,1,2018,78.79
16,2812,1,2018,78.80
16,2813,1,2016,78.80
16,2814,1,2018,78.79
16,2815,1,2020,78.78
16,2816,1,2016,78.86
16,2817,1,2018,78.86
16,2818,1,2016,78.83
16,2819,1,2018,78.84
16,2820,1,2018,78.81
16,2821,1,2016,78.80
16,2822,1,2016,78.81
16,2823,1,2016,78.79
16,2824,1,2018,78.78
16,2825,1,2018,78.79
16,2826,1,2018,78.78
16,2827,1,2018,78.80
16,2828,1,2018,78.83
16,2829,1,2018,78.84
16,2830,1,2016,78.83
16,2831,1,2016,78.82
16,2832,1,2018,78.82
16,2833,1,2018,78.82
16,2834,1,2016,78.82
16,2835,1,2018,78.82
16,2836,1,2018,78.82
16,2837,1,2018,78.81
16,2838,1,2018,78.80
16,2839,1,2016,78.82
16,2840,1,2018,78.81
16,2841,1,2014,78.82
16,2842,1,2016,78.82
16,2843,1,2018,78.81
16,2844,1,2018,78.80
16,2845,1,2018,78.81
16,2846,1,2016,78.80
16,2847,1,2016,78.77
16,2848,1,2020,78.76
16,2849,1,2020,78.77
16,2850,1,2018,78.76
16,2851,1,2016,78.76
16,2852,1,2018,78.75
16,2853,1,2018,78.75
16,2854,1,2018,78.75
16,2855,1,2018,78.76
16,2856,1,2018,78.78
16,2857,1,2018,78.77
16,2858,1,2016,78.78
16,2859,1,2016,78.77
16,2860,1,2018,78.79
16,2861,1,2018,78.75
16,2862,1,2018,78.76
16,2863,1,2018,78.75
16,2864,1,2018,78.75
16,2865,1,2018,78.75
16,2866,1,2020,78.75
16,2867,1,2018,78.77
16,2868,1,2018,78.75
16,2869,1,2020,78.75
16,2870,1,2018,78.75
16,2871,1,2018,78.75
16,2872,1,2018,78.76
16,2873,1,2018,78.75
16,2874,1,2020,78.75
16,2875,1,2022,78.76
16,2876,1,2018,78.76
16,2877,1,2018,78.76
16,2878,1,2020,78.74
16,2879,1,2018,78.75
16,2880,1,2018,78.75
16,2881,1,2018,78.75
16,2882,1,2018,78.74
16,2883,1,2018,78.76
16,2884,1,2018,78.76
16,2885,1,2018,78.76
16,2886,1,2020,78.75
16,2887,1,2018,78.75
16,2888,1,2018,78.76
16,2889,1,2018,78.78
16,2890,1,2018,78.78
16,2891,1,2018,78.78
16,2892,1,2016,78.79
16,2893,1,2018,78.78
16,2894,1,2018,78.78
16,2895,1,2018,78.78
16,2896,1,2018,78.78
16,2897,1,2018,78.77
16,2898,1,2018,78.78
16,2899,1,2018,78.78
16,2900,1,2018,78.78
16,2901,1,2018,78.77
16,2902,1,2016,78.77
16,2903,1,2018,78.77
16,2904,1,2016,78.77
16,2905,1,2018,78.77
16,2906,1,2018,78.78
16,2907,1,2018,78.77
16,2908,1,2018,78.77
16,2909,1,2018,78.76
16,2910,1,2018,78.76
16,2911,1,2018,78.77
16,2912,1,2018,78.78
16,2913,1,2018,78.77
16,2914,1,2018,78.78
16,2915,1,2018,78.77
16,2916,1,2020,78.79
16,2917,1,2018,78.77
16,2918,1,2018,78.77
16,2919,1,2016,78.76
16,2920,1,2020,78.77
16,2921,1,2018,78.77
16,2922,1,2018,78.77
16,2923,1,2016,78.78
16,2924,1,2018,78.78
16,2925,1,2018,78.77
16,2926,1,2020,78.77
16,2927,1,2018,78.78
16,2928,1,2018,78.78
16,2929,1,2020,78.77
16,2930,1,2018,78.76
16,2931,1,2018,78.77
16,2932,1,2018,78.77
16,2933,1,2018,78.78
16,2934,1,2018,78.75
16,2935,1,2018,78.77
16,2936,1,2018,78.77
16,2937,1,2018,78.75
16,2938,1,2018,78.75
16,2939,1,2018,78.76
16,2940,1,2018,78.77
16,2941,1,2020,78.77
16,2942,1,2016,78.76
16,2943,1,2018,78.76
16,2944,1,2018,78.75
16,2945,1,2018,78.76
16,2946,1,2020,78.75
16,2947,1,2018,78.76
16,2948,1,2018,78.76
16,2949,1,2018,78.76
16,2950,1,2016,78.77
16,2951,1,2018,78.76
16,2952,1,2016,78.77
16,2953,1,2018,78.77
16,2954,1,2018,78.76
16,2955,1,2018,78.76
16,2956,1,2018,78.76
16,2957,1,2018,78.76
16,2958,1,2018,78.77
16,2959,1,2020,78.76
16,2960,1,2016,78.76
16,2961,1,2018,78.77
16,2962,1,2018,78.78
16,2963,1,2018,78.77
16,2964,1,2016,78.78
16,2965,1,2018,78.78
16,2966,1,2020,78.78
16,2967,1,2018,78.77
16,2968,1,2018,78.77
16,2969,1,2018,78.75
16,2970,1,2016,78.77
16,2971,1,2018,78.76
16,2972,1,2016,78.77
16,2973,1,2016,78.77
16,2974,1,2018,78.76
16,2975,1,2018,78.77
16,2976,1,2020,78.77
16,2977,1,2018,78.77
16,2978,1,2016,78.77
16,2979,1,2016,78.77
16,2980,1,2018,78.78
16,2981,1,2018,78.78
16,2982,1,2016,78.78
16,2983,1,2018,78.78
16,2984,1,2018,78.78
16,2985,1,2018,78.77
16,2986,1,2020,78.78
16,2987,1,2016,78.77
16,2988,1,2016,78.78
16,2989,1,2018,78.77
16,2990,1,2018,78.77
16,2991,1,2018,78.78
16,2992,1,2018,78.77
16,2993,1,2018,78.78
16,2994,1,2018,78.77
16,2995,1,2018,78.81
16,2996,1,2018,78.80
16,2997,1,2016,78.82
16,2998,1,2016,78.83
16,2999,1,2016,78.83
16,3000,1,2016,78.83
16,3001,1,2016,78.86
16,3002,1,2016,78.84
16,3003,1,2016,78.84
16,3004,1,2016,78.84
16,3005,1,2016,78.82
16,3006,1,2016,78.81
16,3007,1,2016,78.79
16,3008,1,2016,78.78
16,3009,1,2018,78.78
16,3010,1,2018,78.78
16,3011,1,2016,78.77
16,3012,1,2018,78.78
16,3013,1,2016,78.78
16,3014,1,2018,78.78
16,3015,1,2018,78.78
16,3016,1,2018,78.78
16,3017,1,2018,78.78
16,3018,1,2018,78.78
16,3019,1,2018,78.77
16,3020,1,2018,78.77
16,3021,1,2018,78.79
16,3022,1,2018,78.77
16,3023,1,2018,78.78
16,3024,1,2018,78.77
16,3025,1,2018,78.77
16,3026,1,2016,78.79
16,3027,1,2018,78.76
16,3028,1,2018,78.77
16,3029,1,2018,78.77
16,3030,1,2020,78.77
16,3031,1,2016,78.77
16,3032,1,2018,78.77
16,3033,1,2018,78.77
16,3034,1,2016,78.76
16,3035,1,2018,78.76
16,3036,1,2016,78.77
16,3037,1,2018,78.77
16,3038,1,2018,78.77
16,3039,1,2018,78.77
16,3040,1,2018,78.76
16,3041,1,2018,78.77
16,3042,1,2016,78.76
16,3043,1,2016,78.76
16,3044,1,2016,78.76
16,3045,1,2020,78.75
16,3046,1,2018,78.76
16,3047,1,2020,78.77
16,3048,1,2018,78.75
16,3049,1,2020,78.75
16,3050,1,2020,78.75
16,3051,1,2016,78.76
16,3052,1,2020,78.76
16,3053,1,2018,78.75
16,3054,1,2018,78.76
16,3055,1,2018,78.76
16,3056,1,2018,78.76
16,3057,1,2018,78.74
16,3058,1,2018,78.76
16,3059,1,2018,78.76
16,3060,1,2018,78.75
16,3061,1,2018,78.77
