boot,minute,raw,pct
8,1064,1,1990,80.11
8,1065,1,1994,80.02
8,1066,1,1992,80.01
8,1067,1,1990,80.01
8,1068,1,1992,79.99
8,1069,1,1994,79.98
8,1070,1,1994,79.97
8,1071,1,1992,79.98
8,1072,1,1990,80.00
8,1073,1,1992,80.00
8,1074,1,1992,79.98
8,1075,1,1992,79.99
8,1076,1,1992,80.00
8,1077,1,1990,80.00
8,1078,1,1992,80.01
8,1079,1,1992,80.01
8,1080,1,1994,79.99
8,1081,1,1992,79.97
8,1082,1,1994,79.96
8,1083,1,1992,79.96
8,1084,1,1992,79.99
8,1085,1,1992,80.00
8,1086,1,1992,80.01
8,1087,1,1992,80.01
8,1088,1,1988,80.02
8,1089,1,1992,80.03
8,1090,1,1990,80.03
8,1091,1,1992,80.03
8,1092,1,1784,80.52
8,1093,1,1994,80.01
8,1094,1,1996,79.86
8,1095,1,1996,79.84
8,1096,1,1994,79.86
8,1097,1,1996,79.86
8,1098,1,1994,79.87
8,1099,1,1994,79.89
8,1100,1,1994,79.88
8,1101,1,1994,79.88
8,1102,1,1994,79.89
8,1103,1,1994,79.87
8,1104,1,1994,79.89
8,1105,1,1994,79.90
8,1106,1,1994,79.89
8,1107,1,1994,79.88
8,1108,1,1992,79.90
8,1109,1,1994,79.90
8,1110,1,1994,79.90
8,1111,1,1996,79.92
8,1112,1,1994,79.92
8,1113,1,1992,79.92
8,1114,1,1994,79.91
8,1115,1,1994,79.92
8,1116,1,1994,79.90
8,1117,1,1994,79.92
8,1118,1,1994,79.94
8,1119,1,1994,79.91
8,1120,1,1994,79.91
8,1121,1,1992,79.92
8,1122,1,1992,79.91
8,1123,1,1994,79.93
8,1124,1,1994,79.93
8,1125,1,1994,79.92
8,1126,1,1994,79.93
8,1127,1,1992,79.93
8,1128,1,1992,79.93
8,1129,1,1992,79.92
8,1130,1,1994,79.90
8,1131,1,1994,79.90
8,1132,1,1996,79.89
8,1133,1,1994,79.87
8,1134,1,1996,79.88
8,1135,1,1994,79.87
8,1136,1,1994,79.89
8,1137,1,1994,79.89
8,1138,1,1994,79.93
8,1139,1,1992,79.94
8,1140,1,1994,79.91
8,1141,1,1996,79.91
8,1142,1,1994,79.92
8,1143,1,1994,79.90
8,1144,1,1994,79.92
8,1145,1,1994,79.91
8,1146,1,1994,79.90
8,1147,1,1994,79.90
8,1148,1,1992,79.92
8,1149,1,1994,79.91
8,1150,1,1996,79.89
8,1151,1,1996,79.89
8,1152,1,1994,79.88
8,1153,1,1994,79.87
8,1154,1,1994,79.87
8,1155,1,1994,79.88
8,1156,1,1994,79.88
8,1157,1,1994,79.88
8,1158,1,1994,79.88
8,1159,1,1994,79.88
8,1160,1,1980,80.02
8,1161,1,1982,80.49
8,1162,1,1982,80.45
8,1163,1,1982,80.44
8,1164,1,1982,80.45
8,1165,1,1982,80.47
8,1166,1,1982,80.41
8,1167,1,1984,80.39
8,1168,1,1984,80.38
8,1169,1,1984,80.37
8,1170,1,1984,80.36
8,1171,1,1984,80.36
8,1172,1,1986,80.36
8,1173,1,1982,80.36
8,1174,1,1982,80.38
8,1175,1,1982,80.37
8,1176,1,1986,80.36
8,1177,1,1984,80.36
8,1178,1,1984,80.36
8,1179,1,1984,80.36
8,1180,1,1984,80.37
8,1181,1,1984,80.37
8,1182,1,1984,80.37
8,1183,1,1984,80.36
8,1184,1,1986,80.35
8,1185,1,1984,80.35
8,1186,1,1984,80.35
8,1187,1,1986,80.33
8,1188,1,1984,80.32
8,1189,1,1984,80.30
8,1190,1,1984,80.30
8,1191,1,1986,80.27
8,1192,1,1986,80.28
8,1193,1,1986,80.28
8,1194,1,1986,80.28
8,1195,1,1986,80.28
8,1196,1,1988,80.28
8,1197,1,1986,80.27
8,1198,1,1984,80.27
8,1199,1,1986,80.26
8,1200,1,1988,80.26
8,1201,1,1988,80.26
8,1202,1,1986,80.25
8,1203,1,1988,80.25
8,1204,1,1986,80.26
8,1205,1,1988,80.24
8,1206,1,1986,80.24
8,1207,1,1986,80.24
8,1208,1,1986,80.24
8,1209,1,1986,80.24
8,1210,1,1988,80.23
8,1211,1,1988,80.21
8,1212,1,1988,80.22
8,1213,1,1988,80.21
8,1214,1,1988,80.21
8,1215,1,1988,80.21
8,1216,1,1988,80.20
8,1217,1,1986,80.21
8,1218,1,1988,80.20
8,1219,1,1990,80.19
9,1220,1,1984,78.15
9,1221,1,1986,80.34
9,1222,1,1984,80.33
9,1223,1,1984,80.33
9,1224,1,1986,80.33
9,1225,1,1986,80.34
9,1226,1,1984,80.34
9,1227,1,1984,80.33
9,1228,1,1984,80.33
9,1229,1,1986,80.33
9,1230,1,1986,80.35
9,1231,1,1984,80.33
9,1232,1,1984,80.34
9,1233,1,1984,80.34
9,1234,1,1984,80.35
9,1235,1,1984,80.36
9,1236,1,1984,80.32
9,1237,1,1986,80.32
9,1238,1,1986,80.32
9,1239,1,1986,80.32
9,1240,1,1986,80.32
9,1241,1,1986,80.32
9,1242,1,1986,80.33
9,1243,1,1986,80.32
9,1244,1,1984,80.32
9,1245,1,1986,80.33
9,1246,1,1986,80.33
9,1247,1,1986,80.33
9,1248,1,1986,80.32
9,1249,1,1986,80.34
9,1250,1,1986,80.32
9,1251,1,1986,80.33
9,1252,1,1986,80.32
9,1253,1,1986,80.31
9,1254,1,1984,80.32
9,1255,1,1984,80.33
9,1256,1,1986,80.33
9,1257,1,1986,80.31
9,1258,1,1986,80.32
9,1259,1,1984,80.32
9,1260,1,1986,80.32
9,1261,1,1986,80.32
9,1262,1,1984,80.33
9,1263,1,1986,80.34
9,1264,1,1984,80.34
9,1265,1,1984,80.34
9,1266,1,1984,80.33
9,1267,1,1984,80.34
9,1268,1,1984,80.34
9,1269,1,1984,80.35
9,1270,1,1986,80.33
9,1271,1,1984,80.34
9,1272,1,1984,80.34
9,1273,1,1984,80.34
9,1274,1,1984,80.33
9,1275,1,1984,80.34
9,1276,1,1984,80.34
9,1277,1,1984,80.35
9,1278,1,1984,80.34
9,1279,1,1984,80.35
9,1280,1,1984,80.36
9,1281,1,1984,80.35
9,1282,1,1986,80.35
9,1283,1,1984,80.35
9,1284,1,1984,80.35
9,1285,1,1984,80.35
9,1286,1,1984,80.34
9,1287,1,1984,80.36
9,1288,1,1984,80.35
9,1289,1,1984,80.35
9,1290,1,1984,80.36
9,1291,1,1984,80.36
9,1292,1,1986,80.36
9,1293,1,1986,80.35
9,1294,1,1986,80.35
9,1295,1,1984,80.35
9,1296,1,1986,80.36
9,1297,1,1984,80.35
9,1298,1,1984,80.35
9,1299,1,1982,80.35
9,1300,1,1984,80.36
9,1301,1,1984,80.36
9,1302,1,1984,80.36
9,1303,1,1984,80.36
9,1304,1,1984,80.36
9,1305,1,1984,80.36
9,1306,1,1984,80.36
9,1307,1,1984,80.36
9,1308,1,1986,80.36
9,1309,1,1984,80.37
9,1310,1,1982,80.36
9,1311,1,1982,80.37
9,1312,1,1984,80.38
9,1313,1,1984,80.36
9,1314,1,1984,80.37
9,1315,1,1984,80.37
9,1316,1,1984,80.37
9,1317,1,1984,80.37
9,1318,1,1984,80.39
9,1319,1,1982,80.37
9,1320,1,1984,80.38
9,1321,1,1982,80.39
9,1322,1,1984,80.39
9,1323,1,1984,80.40
9,1324,1,1982,80.40
9,1325,1,1984,80.40
9,1326,1,1984,80.38
9,1327,1,1984,80.39
9,1328,1,1984,80.38
9,1329,1,1982,80.39
9,1330,1,1986,80.38
9,1331,1,1984,80.39
9,1332,1,1982,80.41
9,1333,1,1984,80.39
9,1334,1,1984,80.39
9,1335,1,1984,80.40
9,1336,1,1984,80.39
9,1337,1,1984,80.40
9,1338,1,1984,80.39
9,1339,1,1984,80.39
9,1340,1,1982,80.42
9,1341,1,1984,80.41
9,1342,1,1984,80.40
9,1343,1,1982,80.41
9,1344,1,1982,80.40
9,1345,1,1984,80.41
9,1346,1,1984,80.41
9,1347,1,1984,80.41
9,1348,1,1984,80.41
9,1349,1,1982,80.42
9,1350,1,1982,80.41
9,1351,1,1984,80.42
9,1352,1,1982,80.43
9,1353,1,1982,80.42
9,1354,1,1984,80.41
9,1355,1,1984,80.42
9,1356,1,1982,80.42
9,1357,1,1982,80.41
9,1358,1,1982,80.41
9,1359,1,1982,80.42
9,1360,1,1982,80.44
9,1361,1,1984,80.43
9,1362,1,1982,80.44
9,1363,1,1982,80.43
9,1364,1,1982,80.44
9,1365,1,1982,80.43
9,1366,1,1984,80.42
9,1367,1,1984,80.42
9,1368,1,1984,80.44
9,1369,1,1982,80.43
9,1370,1,1982,80.44
9,1371,1,1984,80.43
9,1372,1,1982,80.42
9,1373,1,1982,80.42
9,1374,1,1982,80.45
9,1375,1,1984,80.41
9,1376,1,1984,80.42
9,1377,1,1984,80.43
9,1378,1,1982,80.43
9,1379,1,1982,80.44
9,1380,1,1982,80.43
9,1381,1,1984,80.43
9,1382,1,1982,80.44
9,1383,1,1980,80.44
9,1384,1,1984,80.43
9,1385,1,1982,80.45
9,1386,1,1982,80.44
9,1387,1,1984,80.45
9,1388,1,1982,80.44
9,1389,1,1982,80.43
9,1390,1,1982,80.45
9,1391,1,1982,80.44
9,1392,1,1982,80.44
9,1393,1,1984,80.44
9,1394,1,1984,80.44
9,1395,1,1982,80.44
9,1396,1,1982,80.44
9,1397,1,1982,80.45
9,1398,1,1984,80.46
9,1399,1,1982,80.45
9,1400,1,1982,80.45
9,1401,1,1982,80.45
9,1402,1,1982,80.45
9,1403,1,1982,80.45
9,1404,1,1982,80.46
9,1405,1,1982,80.46
9,1406,1,1982,80.46
9,1407,1,1982,80.46
9,1408,1,1982,80.47
9,1409,1,1982,80.46
9,1410,1,1982,80.46
9,1411,1,1982,80.46
9,1412,1,1982,80.46
9,1413,1,1984,80.47
9,1414,1,1984,80.46
9,1415,1,1984,80.47
9,1416,1,1982,80.46
9,1417,1,1984,80.46
9,1418,1,1982,80.46
9,1419,1,1982,80.46
9,1420,1,1982,80.45
9,1421,1,1982,80.45
9,1422,1,1982,80.46
9,1423,1,1982,80.45
9,1424,1,1982,80.46
9,1425,1,1982,80.46
9,1426,1,1982,80.46
9,1427,1,1982,80.46
9,1428,1,1982,80.45
9,1429,1,1980,80.46
9,1430,1,1982,80.45
9,1431,1,1984,80.44
9,1432,1,1982,80.45
9,1433,1,1982,80.45
9,1434,1,1982,80.44
9,1435,1,1982,80.45
9,1436,1,1982,80.45
9,1437,1,1982,80.45
9,1438,1,1982,80.45
9,1439,1,1982,80.46
9,1440,1,1982,80.45
9,1441,1,1982,80.45
9,1442,1,1982,80.44
9,1443,1,1982,80.45
9,1444,1,1980,80.45
9,1445,1,1984,80.46
9,1446,1,1984,80.44
9,1447,1,1984,80.44
9,1448,1,1984,80.44
9,1449,1,1982,80.46
9,1450,1,1982,80.45
9,1451,1,1982,80.46
9,1452,1,1982,80.45
9,1453,1,1982,80.45
9,1454,1,1982,80.44
9,1455,1,1984,80.45
9,1456,1,1982,80.45
9,1457,1,1982,80.45
9,1458,1,1984,80.45
9,1459,1,1982,80.45
9,1460,1,1982,80.45
9,1461,1,1982,80.44
9,1462,1,1982,80.45
9,1463,1,1982,80.44
9,1464,1,1984,80.44
9,1465,1,1980,80.45
9,1466,1,1982,80.45
9,1467,1,1982,80.45
9,1468,1,1982,80.46
9,1469,1,1982,80.46
9,1470,1,1982,80.44
9,1471,1,1982,80.45
9,1472,1,1982,80.45
9,1473,1,1982,80.45
9,1474,1,1982,80.45
9,1475,1,1982,80.45
9,1476,1,1984,80.45
9,1477,1,1982,80.45
9,1478,1,1982,80.46
9,1479,1,1982,80.45
9,1480,1,1982,80.44
9,1481,1,1982,80.45
9,1482,1,1982,80.45
9,1483,1,1982,80.45
9,1484,1,1982,80.46
9,1485,1,1982,80.44
9,1486,1,1982,80.44
9,1487,1,1982,80.44
9,1488,1,1982,80.44
9,1489,1,1984,80.44
9,1490,1,1984,80.45
9,1491,1,1982,80.43
9,1492,1,1984,80.43
9,1493,1,1982,80.42
9,1494,1,1984,80.42
9,1495,1,1982,80.43
9,1496,1,1984,80.42
9,1497,1,1984,80.42
9,1498,1,1984,80.42
9,1499,1,1982,80.42
9,1500,1,1984,80.42
9,1501,1,1984,80.41
9,1502,1,1984,80.42
9,1503,1,1984,80.41
9,1504,1,1982,80.43
9,1505,1,1982,80.41
9,1506,1,1984,80.42
9,1507,1,1984,80.41
9,1508,1,1984,80.41
9,1509,1,1982,80.40
9,1510,1,1984,80.42
9,1511,1,1982,80.42
9,1512,1,1984,80.42
9,1513,1,1982,80.42
9,1514,1,1984,80.41
9,1515,1,1982,80.43
9,1516,1,1982,80.41
9,1517,1,1984,80.40
9,1518,1,1984,80.41
9,1519,1,1982,80.42
9,1520,1,1982,80.41
9,1521,1,1984,80.41
9,1522,1,1982,80.41
9,1523,1,1984,80.42
9,1524,1,1984,80.41
9,1525,1,1982,80.41
9,1526,1,1982,80.43
9,1527,1,1982,80.42
9,1528,1,1982,80.42
9,1529,1,1984,80.41
9,1530,1,1984,80.42
9,1531,1,1982,80.40
9,1532,1,1984,80.42
9,1533,1,1984,80.43
9,1534,1,1980,80.42
9,1535,1,1984,80.42
9,1536,1,1984,80.41
9,1537,1,1982,80.41
9,1538,1,1982,80.42
9,1539,1,1982,80.42
9,1540,1,1984,80.40
9,1541,1,1982,80.41
9,1542,1,1984,80.42
9,1543,1,1984,80.42
9,1544,1,1982,80.43
9,1545,1,1984,80.42
9,1546,1,1984,80.40
9,1547,1,1984,80.42
9,1548,1,1984,80.42
9,1549,1,1984,80.42
9,1550,1,1984,80.41
9,1551,1,1984,80.41
9,1552,1,1984,80.41
9,1553,1,1982,80.41
9,1554,1,1984,80.42
9,1555,1,1982,80.41
9,1556,1,1982,80.40
9,1557,1,1984,80.41
9,1558,1,1984,80.41
9,1559,1,1984,80.40
9,1560,1,1982,80.41
9,1561,1,1982,80.43
9,1562,1,1982,80.41
9,1563,1,1984,80.43
9,1564,1,1984,80.41
9,1565,1,1984,80.42
9,1566,1,1984,80.44
9,1567,1,1984,80.41
9,1568,1,1984,80.41
9,1569,1,1984,80.42
9,1570,1,1984,80.41
9,1571,1,1982,80.40
9,1572,1,1984,80.42
9,1573,1,1982,80.41
9,1574,1,1984,80.41
9,1575,1,1984,80.42
9,1576,1,1982,80.42
9,1577,1,1984,80.42
9,1578,1,1984,80.42
9,1579,1,1982,80.42
9,1580,1,1984,80.43
9,1581,1,1984,80.41
9,1582,1,1982,80.42
9,1583,1,1982,80.42
9,1584,1,1984,80.40
9,1585,1,1984,80.41
9,1586,1,1982,80.40
9,1587,1,1984,80.41
9,1588,1,1982,80.42
9,1589,1,1984,80.42
9,1590,1,1982,80.41
9,1591,1,1982,80.41
9,1592,1,1984,80.41
9,1593,1,1984,80.41
9,1594,1,1984,80.40
9,1595,1,1984,80.40
9,1596,1,1984,80.40
9,1597,1,1984,80.42
9,1598,1,1982,80.43
9,1599,1,1982,80.43
9,1600,1,1982,80.43
9,1601,1,1982,80.44
9,1602,1,1982,80.45
9,1603,1,1982,80.45
9,1604,1,1982,80.45
9,1605,1,1982,80.45
9,1606,1,1982,80.45
9,1607,1,1982,80.46
9,1608,1,1982,80.49
9,1609,1,1980,80.49
9,1610,1,1982,80.49
9,1611,1,1982,80.47
9,1612,1,1982,80.48
9,1613,1,1980,80.49
9,1614,1,1980,80.49
9,1615,1,1982,80.49
9,1616,1,1980,80.48
9,1617,1,1982,80.47
9,1618,1,1982,80.46
9,1619,1,1982,80.45
9,1620,1,1984,80.44
9,1621,1,1982,80.42
9,1622,1,1984,80.40
9,1623,1,1984,80.42
9,1624,1,1984,80.42
9,1625,1,1984,80.41
9,1626,1,1984,80.42
9,1627,1,1984,80.44
9,1628,1,1982,80.44
9,1629,1,1982,80.42
9,1630,1,1982,80.40
9,1631,1,1982,80.41
9,1632,1,1984,80.41
9,1633,1,1984,80.41
9,1634,1,1984,80.42
9,1635,1,1984,80.40
9,1636,1,1982,80.40
9,1637,1,1984,80.42
9,1638,1,1984,80.41
9,1639,1,1982,80.43
9,1640,1,1982,80.41
9,1641,1,1984,80.42
9,1642,1,1984,80.42
9,1643,1,1982,80.41
9,1644,1,1982,80.41
9,1645,1,1984,80.41
9,1646,1,1982,80.42
9,1647,1,1984,80.42
9,1648,1,1982,80.43
9,1649,1,1984,80.44
9,1650,1,1982,80.47
9,1651,1,1982,80.50
9,1652,1,1980,80.51
9,1653,1,1980,80.50
9,1654,1,1982,80.50
9,1655,1,1980,80.50
9,1656,1,1980,80.50
9,1657,1,1980,80.49
9,1658,1,1982,80.48
9,1659,1,1982,80.49
9,1660,1,1982,80.50
9,1661,1,1982,80.50
9,1662,1,1982,80.49
9,1663,1,1982,80.49
9,1664,1,1982,80.49
9,1665,1,1980,80.49
9,1666,1,1980,80.51
9,1667,1,1980,80.49
9,1668,1,1980,80.49
9,1669,1,1982,80.47
9,1670,1,1980,80.50
9,1671,1,1982,80.49
9,1672,1,1980,80.50
9,1673,1,1980,80.49
9,1674,1,1982,80.48
9,1675,1,1982,80.47
9,1676,1,1982,80.49
9,1677,1,1982,80.49
9,1678,1,1982,80.48
9,1679,1,1982,80.47
9,1680,1,1980,80.49
9,1681,1,1980,80.50
9,1682,1,1982,80.47
9,1683,1,1980,80.48
9,1684,1,1982,80.49
9,1685,1,1980,80.48
9,1686,1,1982,80.50
9,1687,1,1980,80.49
9,1688,1,1982,80.50
9,1689,1,1980,80.49
9,1690,1,1982,80.50
9,1691,1,1982,80.49
9,1692,1,1982,80.48
9,1693,1,1980,80.49
9,1694,1,1984,80.48
9,1695,1,1982,80.46
9,1696,1,1984,80.47
9,1697,1,1982,80.47
9,1698,1,1982,80.46
9,1699,1,1982,80.46
9,1700,1,1982,80.45
9,1701,1,1982,80.45
9,1702,1,1982,80.47
9,1703,1,1984,80.48
9,1704,1,1982,80.49
9,1705,1,1982,80.46
9,1706,1,1982,80.45
9,1707,1,1982,80.48
9,1708,1,1982,80.47
9,1709,1,1980,80.47
9,1710,1,1982,80.47
9,1711,1,1984,80.48
9,1712,1,1982,80.46
9,1713,1,1980,80.47
9,1714,1,1982,80.46
9,1715,1,1984,80.47
9,1716,1,1982,80.45
9,1717,1,1984,80.43
9,1718,1,1984,80.41
9,1719,1,1982,80.42
9,1720,1,1984,80.42
9,1721,1,1984,80.44
9,1722,1,1982,80.43
9,1723,1,1984,80.44
9,1724,1,1982,80.42
9,1725,1,1982,80.43
9,1726,1,1982,80.45
9,1727,1,1982,80.47
9,1728,1,1980,80.48
9,1729,1,1980,80.47
9,1730,1,1982,80.47
9,1731,1,1984,80.46
9,1732,1,1982,80.46
9,1733,1,1982,80.47
9,1734,1,1982,80.48
9,1735,1,1980,80.48
9,1736,1,1982,80.48
9,1737,1,1982,80.48
9,1738,1,1982,80.51
9,1739,1,1980,80.49
9,1740,1,1980,80.50
9,1741,1,1982,80.51
9,1742,1,1982,80.50
9,1743,1,1982,80.48
9,1744,1,1982,80.50
9,1745,1,1980,80.50
9,1746,1,1980,80.51
9,1747,1,1978,80.52
9,1748,1,1980,80.52
9,1749,1,1982,80.53
9,1750,1,1980,80.52
9,1751,1,1980,80.52
9,1752,1,1982,80.53
9,1753,1,1980,80.53
9,1754,1,1980,80.53
9,1755,1,1980,80.54
9,1756,1,1982,80.53
9,1757,1,1980,80.53
9,1758,1,1980,80.54
9,1759,1,1980,80.54
9,1760,1,1980,80.54
9,1761,1,1982,80.51
9,1762,1,1980,80.52
9,1763,1,1980,80.52
9,1764,1,1980,80.52
9,1765,1,1980,80.53
9,1766,1,1982,80.52
9,1767,1,1980,80.53
9,1768,1,1980,80.53
9,1769,1,1980,80.53
9,1770,1,1980,80.51
9,1771,1,1982,80.51
9,1772,1,1980,80.52
9,1773,1,1980,80.52
9,1774,1,1980,80.51
9,1775,1,1980,80.50
9,1776,1,1980,80.52
9,1777,1,1980,80.52
9,1778,1,1982,80.51
9,1779,1,1980,80.51
9,1780,1,1982,80.52
9,1781,1,1980,80.51
9,1782,1,1980,80.51
9,1783,1,1980,80.51
9,1784,1,1982,80.49
9,1785,1,1980,80.50
9,1786,1,1980,80.51
9,1787,1,1982,80.50
9,1788,1,1982,80.48
9,1789,1,1982,80.48
9,1790,1,1980,80.51
9,1791,1,1980,80.51
9,1792,1,1980,80.49
9,1793,1,1984,80.49
9,1794,1,1982,80.50
9,1795,1,1982,80.47
9,1796,1,1982,80.49
9,1797,1,1982,80.48
9,1798,1,1982,80.48
9,1799,1,1982,80.48
9,1800,1,1980,80.47
9,1801,1,1980,80.48
9,1802,1,1982,80.49
9,1803,1,1982,80.49
9,1804,1,1980,80.54
9,1805,1,1980,80.54
9,1806,1,1980,80.54
9,1807,1,1980,80.54
9,1808,1,1982,80.54
9,1809,1,1980,80.55
9,1810,1,1978,80.55
9,1811,1,1980,80.57
9,1812,1,1980,80.56
9,1813,1,1980,80.56
9,1814,1,1980,80.55
9,1815,1,1980,80.55
9,1816,1,1980,80.56
9,1817,1,1980,80.55
9,1818,1,1978,80.56
9,1819,1,1980,80.56
9,1820,1,1980,80.56
9,1821,1,1980,80.55
9,1822,1,1980,80.56
9,1823,1,1980,80.56
9,1824,1,1980,80.55
9,1825,1,1980,80.53
9,1826,1,1978,80.55
9,1827,1,1980,80.53
9,1828,1,1980,80.53
9,1829,1,1980,80.55
9,1830,1,1980,80.55
9,1831,1,1980,80.54
9,1832,1,1980,80.54
9,1833,1,1980,80.55
9,1834,1,1980,80.55
9,1835,1,1980,80.55
9,1836,1,1980,80.55
9,1837,1,1980,80.57
9,1838,1,1980,80.57
9,1839,1,1980,80.55
9,1840,1,1978,80.57
9,1841,1,1980,80.55
9,1842,1,1978,80.54
9,1843,1,1980,80.53
9,1844,1,1980,80.55
9,1845,1,1982,80.54
9,1846,1,1980,80.54
9,1847,1,1980,80.55
9,1848,1,1980,80.55
9,1849,1,1980,80.55
9,1850,1,1980,80.54
9,1851,1,1980,80.55
9,1852,1,1982,80.55
9,1853,1,1980,80.56
9,1854,1,1978,80.57
9,1855,1,1980,80.56
9,1856,1,1980,80.56
9,1857,1,1980,80.58
9,1858,1,1980,80.58
9,1859,1,1980,80.57
9,1860,1,1980,80.57
9,1861,1,1980,80.56
9,1862,1,1978,80.57
9,1863,1,1978,80.57
9,1864,1,1980,80.56
9,1865,1,1978,80.56
9,1866,1,1980,80.56
9,1867,1,1978,80.57
9,1868,1,1980,80.56
9,1869,1,1980,80.55
9,1870,1,1978,80.56
9,1871,1,1978,80.55
9,1872,1,1978,80.57
9,1873,1,1978,80.57
9,1874,1,1980,80.58
9,1875,1,1980,80.58
9,1876,1,1980,80.56
9,1877,1,1980,80.57
9,1878,1,1978,80.58
9,1879,1,1980,80.58
9,1880,1,1980,80.59
9,1881,1,1980,80.60
9,1882,1,1980,80.57
9,1883,1,1980,80.57
9,1884,1,1980,80.57
9,1885,1,1980,80.58
9,1886,1,1980,80.58
9,1887,1,1980,80.57
9,1888,1,1980,80.57
9,1889,1,1980,80.56
9,1890,1,1982,80.56
9,1891,1,1980,80.54
9,1892,1,1982,80.53
9,1893,1,1980,80.56
9,1894,1,1980,80.56
9,1895,1,1980,80.59
9,1896,1,1980,80.58
9,1897,1,1980,80.57
9,1898,1,1980,80.56
9,1899,1,1978,80.57
9,1900,1,1980,80.58
9,1901,1,1980,80.59
9,1902,1,1980,80.58
9,1903,1,1980,80.58
9,1904,1,1980,80.57
9,1905,1,1980,80.60
9,1906,1,1978,80.60
9,1907,1,1978,80.61
9,1908,1,1978,80.61
9,1909,1,1980,80.61
9,1910,1,1980,80.62
9,1911,1,1980,80.63
9,1912,1,1978,80.62
9,1913,1,1980,80.63
9,1914,1,1978,80.62
9,1915,1,1980,80.61
9,1916,1,1978,80.59
9,1917,1,1978,80.62
9,1918,1,1978,80.63
9,1919,1,1980,80.60
9,1920,1,1982,80.60
9,1921,1,1980,80.56
9,1922,1,1978,80.60
9,1923,1,1978,80.61
9,1924,1,1978,80.60
9,1925,1,1980,80.60
9,1926,1,1980,80.61
9,1927,1,1980,80.59
9,1928,1,1980,80.58
9,1929,1,1980,80.59
9,1930,1,1980,80.58
9,1931,1,1978,80.58
9,1932,1,1980,80.60
9,1933,1,1980,80.59
9,1934,1,1978,80.59
9,1935,1,1978,80.60
9,1936,1,1980,80.60
9,1937,1,1978,80.62
9,1938,1,1978,80.59
9,1939,1,1978,80.61
9,1940,1,1980,80.60
9,1941,1,1978,80.61
9,1942,1,1980,80.60
9,1943,1,1980,80.60
9,1944,1,1980,80.61
9,1945,1,1978,80.64
9,1946,1,1978,80.65
9,1947,1,1978,80.66
9,1948,1,1978,80.66
9,1949,1,1978,80.67
9,1950,1,1976,80.67
9,1951,1,1976,80.68
9,1952,1,1978,80.68
9,1953,1,1978,80.68
9,1954,1,1978,80.70
9,1955,1,1976,80.69
9,1956,1,1978,80.71
9,1957,1,1976,80.72
9,1958,1,1978,80.70
9,1959,1,1976,80.71
9,1960,1,1978,80.71
9,1961,1,1976,80.71
9,1962,1,1978,80.72
9,1963,1,1976,80.70
9,1964,1,1974,80.71
9,1965,1,1976,80.73
9,1966,1,1976,80.77
9,1967,1,1974,80.78
9,1968,1,1974,80.80
9,1969,1,1974,80.80
9,1970,1,1976,80.78
9,1971,1,1976,80.75
9,1972,1,1976,80.75
9,1973,1,1976,80.75
9,1974,1,1976,80.74
9,1975,1,1976,80.73
9,1976,1,1976,80.72
9,1977,1,1976,80.72
9,1978,1,1976,80.74
9,1979,1,1976,80.74
9,1980,1,1976,80.75
9,1981,1,1976,80.76
9,1982,1,1972,80.84
9,1983,1,1972,80.87
9,1984,1,1972,80.92
9,1985,1,1970,80.96
9,1986,1,1970,80.98
9,1987,1,1968,81.01
9,1988,1,1970,81.05
9,1989,1,1968,81.07
9,1990,1,1968,81.09
9,1991,1,1970,81.11
9,1992,1,1968,81.12
9,1993,1,1966,81.15
9,1994,1,1968,81.12
9,1995,1,1966,81.15
9,1996,1,1966,81.21
9,1997,1,1966,81.21
9,1998,1,1964,81.23
9,1999,1,1966,81.26
9,2000,1,1962,81.31
9,2001,1,1946,82.17
9,2002,1,1962,81.88
9,2003,1,1948,81.57
9,2004,1,1956,82.22
9,2005,1,1964,81.47
9,2006,1,1966,81.28
9,2007,1,1968,81.17
9,2008,1,1972,81.04
9,2009,1,1970,80.98
9,2010,1,1972,80.92
9,2011,1,1972,80.92
9,2012,1,1970,81.00
9,2013,1,1970,81.07
9,2014,1,1968,81.15
9,2015,1,1966,81.21
9,2016,1,1966,81.21
9,2017,1,1966,81.22
9,2018,1,1964,81.29
9,2019,1,1964,81.46
9,2020,1,1962,81.33
9,2021,1,1964,81.28
9,2022,1,1964,81.58
9,2023,1,1966,81.33
9,2024,1,1958,81.37
9,2025,1,1962,81.43
9,2026,1,1962,81.66
9,2027,1,1960,81.42
9,2028,1,1948,81.93
9,2029,1,1950,81.81
9,2030,1,1960,81.52
9,2031,1,1952,81.76
9,2032,1,1950,81.87
9,2033,1,1960,81.82
9,2034,1,1962,81.48
9,2035,1,1960,81.52
9,2036,1,1958,81.46
9,2037,1,1958,81.57
9,2038,1,1944,81.76
9,2039,1,1960,82.07
9,2040,1,1966,81.22
9,2041,1,1968,81.17
9,2042,1,1966,81.22
9,2043,1,1966,81.22
9,2044,1,1966,81.18
9,2045,1,1970,81.14
9,2046,1,1970,81.04
9,2047,1,1972,81.03
9,2048,1,1970,81.03
9,2049,1,1968,81.05
9,2050,1,1970,81.04
9,2051,1,1968,81.05
9,2052,1,1970,81.04
9,2053,1,1970,81.04
9,2054,1,1970,81.08
9,2055,1,1970,81.08
9,2056,1,1970,81.05
9,2057,1,1972,81.01
9,2058,1,1972,80.97
9,2059,1,1974,80.89
9,2060,1,1976,80.85
9,2061,1,1976,80.83
9,2062,1,1974,80.83
